id,question_type,question,choices,answer
tagp_divided_0239,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_filter_0296,mc,What is the critical message?,"A) System failure in production
B) Server overload detected
C) Security breach attempt
D) Critical system error",A
tagp_shift_0373,mc,Which item has better quality?,"A) Item B
B) Item C
C) Item E
D) Item D",A
tagp_filter_0188,mc,What is the critical message?,"A) System failure in production
B) Database connection lost
C) Critical system error
D) Security breach attempt",A
tagp_sustained_0179,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 5
C) Chapter 11
D) Chapter 6",A
tagp_divided_0395,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_shift_0357,mc,Which item has better quality?,"A) Item B
B) Item E
C) Item A
D) Item C",A
tagp_filter_0288,mc,What is the API key?,"A) sk_live_abc123xyz789
B) pk_test_orange789apple
C) sk_test_def456uvw012
D) pk_live_ghi789rst345",A
tagp_sustained_0103,mc,Which user was logged in at 09:25?,"A) User 6
B) User 5
C) User 8
D) User 7",A
tagp_shift_0405,mc,Which item has better quality?,"A) Item B
B) Item E
C) Item C
D) Item A",A
tagp_sustained_0307,mc,Which server runs the API?,"A) Server B
B) Server D
C) Server E
D) Server C",A
tagp_filter_0245,mc,What is the critical message?,"A) System failure in production
B) Server overload detected
C) Database connection lost
D) Security breach attempt",A
tagp_filter_0325,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_STACK_OVERFLOW
C) ERR_BUFFER_OVERFLOW
D) ERR_INVALID_TOKEN",A
tagp_divided_0030,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_sustained_0075,mc,How did Alice pay?,"A) cash
B) check
C) debit card
D) credit card",A
tagp_shift_0204,mc,Which vehicle is fastest?,"A) car
B) train
C) bike
D) bus",A
tagp_sustained_0281,mc,When was phase 2 completed?,"A) March
B) October
C) June
D) April",A
tagp_sustained_0369,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 11
C) Chapter 6
D) Chapter 5",A
tagp_shift_0221,mc,Which item has better quality?,"A) Item B
B) Item D
C) Item A
D) Item E",A
tagp_divided_0174,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_filter_0403,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_STACK_OVERFLOW
C) ERR_INVALID_TOKEN
D) ERR_BUFFER_OVERFLOW",A
tagp_filter_0044,mc,What is the critical message?,"A) System failure in production
B) Database connection lost
C) Server overload detected
D) Security breach attempt",A
tagp_needle_0079,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: null pointer ",A
tagp_divided_0132,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_sustained_0379,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 7
C) Chapter 6
D) Chapter 10",A
tagp_shift_0411,mc,Which item has better quality?,"A) Item B
B) Item E
C) Item D
D) Item A",A
tagp_shift_0294,mc,Which vehicle is fastest?,"A) car
B) bus
C) bike
D) truck",A
tagp_needle_0296,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) monkey123
C) qwerty123
D) admin456",A
tagp_shift_0184,mc,Which vehicle is fastest?,"A) car
B) truck
C) bike
D) bus",A
tagp_shift_0182,mc,Which vehicle is fastest?,"A) car
B) train
C) bike
D) bus",A
tagp_divided_0089,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_filter_0273,mc,What is the API key?,"A) sk_live_abc123xyz789
B) sk_test_def456uvw012
C) pk_live_ghi789rst345
D) pk_test_orange789apple",A
tagp_needle_0242,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) football
C) hunter2
D) password1",A
tagp_filter_0237,mc,What is the API key?,"A) sk_live_abc123xyz789
B) sk_live_banana456grape
C) sk_test_def456uvw012
D) pk_live_ghi789rst345",A
tagp_divided_0352,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_needle_0282,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) football
C) qwerty123
D) password1",A
tagp_filter_0293,mc,What is the critical message?,"A) System failure in production
B) Database connection lost
C) Server overload detected
D) Critical system error",A
tagp_sustained_0047,mc,Which server runs the API?,"A) Server B
B) Server G
C) Server H
D) Server A",A
tagp_needle_0050,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) monkey123
C) password1
D) 123456",A
tagp_needle_0135,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero",A
tagp_shift_0246,mc,Which vehicle is fastest?,"A) car
B) truck
C) bus
D) bike",A
tagp_filter_0327,mc,What is the API key?,"A) sk_live_abc123xyz789
B) sk_test_def456uvw012
C) pk_live_ghi789rst345
D) pk_test_orange789apple",A
tagp_needle_0062,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) password1
C) letmein789
D) qwerty123",A
tagp_needle_0342,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) qwerty123
C) admin456
D) hunter2",A
tagp_divided_0136,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_filter_0007,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_CONNECTION_REFUSED
C) ERR_RATE_LIMIT
D) ERR_BUFFER_OVERFLOW",A
tagp_needle_0216,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) monkey123
C) admin456
D) 123456",A
tagp_filter_0017,mc,What is the critical message?,"A) System failure in production
B) Security breach attempt
C) Critical system error
D) Database connection lost",A
tagp_shift_0016,mc,Which vehicle is fastest?,"A) car
B) truck
C) bike
D) train",A
tagp_needle_0319,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero ",A
tagp_divided_0232,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_sustained_0221,mc,When was phase 2 completed?,"A) March
B) February
C) August
D) July",A
tagp_filter_0010,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_INVALID_TOKEN
C) ERR_STACK_OVERFLOW
D) ERR_CONNECTION_REFUSED",A
tagp_shift_0439,mc,Which item has better quality?,"A) Item B
B) Item C
C) Item A
D) Item E",A
tagp_filter_0194,mc,What is the critical message?,"A) System failure in production
B) Server overload detected
C) Database connection lost
D) Security breach attempt",A
tagp_shift_0243,mc,Which item has better quality?,"A) Item B
B) Item A
C) Item E
D) Item C",A
tagp_needle_0120,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) football
C) password1
D) monkey123",A
tagp_sustained_0086,mc,When was phase 2 completed?,"A) March
B) November
C) May
D) July",A
tagp_needle_0000,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) 123456
C) password1
D) football",A
tagp_divided_0356,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_divided_0142,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_needle_0209,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef
D) ERROR: division by zero ",A
tagp_sustained_0185,mc,How did Alice pay?,"A) cash
B) debit card
C) check
D) credit card",A
tagp_shift_0105,mc,Which item has better quality?,"A) Item B
B) Item C
C) Item E
D) Item D",A
tagp_shift_0340,mc,Which vehicle is fastest?,"A) car
B) truck
C) bike
D) train",A
tagp_sustained_0188,mc,Which user was logged in at 09:25?,"A) User 6
B) User 4
C) User 7
D) User 8",A
tagp_filter_0290,mc,What is the critical message?,"A) System failure in production
B) Security breach attempt
C) Server overload detected
D) Database connection lost",A
tagp_divided_0276,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_shift_0015,mc,Which item has better quality?,"A) Item B
B) Item A
C) Item D
D) Item C",A
tagp_needle_0378,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) qwerty123
C) football
D) hunter2",A
tagp_sustained_0242,mc,Which server runs the API?,"A) Server B
B) Server H
C) Server G
D) Server D",A
tagp_shift_0298,mc,Which vehicle is fastest?,"A) car
B) bike
C) train
D) truck",A
tagp_needle_0353,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer 
C) ERROR: division by zero 
D) ERROR: REAL_bug_buffer_overflow_0xdeadbeef ",A
tagp_sustained_0017,mc,Which server runs the API?,"A) Server B
B) Server C
C) Server G
D) Server E",A
tagp_needle_0217,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero ",A
tagp_divided_0335,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_needle_0184,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) letmein789
C) qwerty123
D) password1",A
tagp_shift_0418,mc,Which vehicle is fastest?,"A) car
B) bike
C) train
D) bus",A
tagp_divided_0046,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_filter_0140,mc,What is the critical message?,"A) System failure in production
B) Security breach attempt
C) Server overload detected
D) Database connection lost",A
tagp_needle_0010,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) admin456
C) monkey123
D) football",A
tagp_sustained_0113,mc,Which user was logged in at 09:25?,"A) User 6
B) User 4
C) User 9
D) User 3",A
tagp_shift_0283,mc,Which item has better quality?,"A) Item B
B) Item E
C) Item A
D) Item D",A
tagp_filter_0141,mc,What is the API key?,"A) sk_live_abc123xyz789
B) sk_test_def456uvw012
C) sk_live_banana456grape
D) pk_live_ghi789rst345",A
tagp_needle_0433,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: null pointer ",A
tagp_filter_0414,mc,What is the API key?,"A) sk_live_abc123xyz789
B) sk_live_banana456grape
C) pk_live_ghi789rst345
D) sk_test_def456uvw012",A
tagp_filter_0228,mc,What is the API key?,"A) sk_live_abc123xyz789
B) pk_test_orange789apple
C) sk_test_def456uvw012
D) pk_live_ghi789rst345",A
tagp_divided_0293,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_needle_0103,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: division by zero ",A
tagp_filter_0415,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_RATE_LIMIT
C) ERR_STACK_OVERFLOW
D) ERR_DIVISION_BY_ZERO",A
tagp_divided_0133,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_shift_0238,mc,Which vehicle is fastest?,"A) car
B) train
C) bus
D) truck",A
tagp_sustained_0211,mc,When was phase 2 completed?,"A) March
B) January
C) July
D) August",A
tagp_sustained_0430,mc,How did Alice pay?,"A) cash
B) bank transfer
C) debit card
D) credit card",A
tagp_needle_0357,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: null pointer ",A
tagp_divided_0303,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_sustained_0354,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 11
C) Chapter 6
D) Chapter 9",A
tagp_sustained_0171,mc,When was phase 2 completed?,"A) March
B) February
C) August
D) December",A
tagp_filter_0089,mc,What is the critical message?,"A) System failure in production
B) Security breach attempt
C) Critical system error
D) Server overload detected",A
tagp_sustained_0091,mc,When was phase 2 completed?,"A) March
B) December
C) September
D) July",A
tagp_filter_0306,mc,What is the API key?,"A) sk_live_abc123xyz789
B) pk_live_ghi789rst345
C) pk_test_orange789apple
D) sk_test_def456uvw012",A
tagp_shift_0332,mc,Which vehicle is fastest?,"A) car
B) bus
C) train
D) bike",A
tagp_needle_0071,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: division by zero 
D) ERROR: null pointer",A
tagp_filter_0257,mc,What is the critical message?,"A) System failure in production
B) Critical system error
C) Server overload detected
D) Database connection lost",A
tagp_sustained_0092,mc,Which server runs the API?,"A) Server B
B) Server C
C) Server H
D) Server A",A
tagp_filter_0343,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_RATE_LIMIT
C) ERR_FILE_NOT_FOUND
D) ERR_NULL_POINTER",A
tagp_needle_0080,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) letmein789
C) admin456
D) password1",A
tagp_sustained_0431,mc,When was phase 2 completed?,"A) March
B) June
C) November
D) September",A
tagp_divided_0008,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_divided_0185,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_divided_0372,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_sustained_0251,mc,When was phase 2 completed?,"A) March
B) January
C) February
D) April",A
tagp_filter_0037,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_RATE_LIMIT
C) ERR_MEMORY_LEAK
D) ERR_BUFFER_OVERFLOW",A
tagp_divided_0187,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_needle_0037,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero ",A
tagp_sustained_0236,mc,When was phase 2 completed?,"A) March
B) February
C) May
D) January",A
tagp_shift_0053,mc,Which item has better quality?,"A) Item B
B) Item D
C) Item A
D) Item C",A
tagp_filter_0244,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_INVALID_TOKEN
C) ERR_BUFFER_OVERFLOW
D) ERR_STACK_OVERFLOW",A
tagp_divided_0153,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_filter_0118,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_INVALID_TOKEN
C) ERR_DIVISION_BY_ZERO
D) ERR_FILE_NOT_FOUND",A
tagp_needle_0232,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) football
C) letmein789
D) 123456",A
tagp_needle_0208,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) hunter2
C) letmein789
D) admin456",A
tagp_shift_0286,mc,Which vehicle is fastest?,"A) car
B) bus
C) train
D) truck",A
tagp_shift_0237,mc,Which item has better quality?,"A) Item B
B) Item A
C) Item E
D) Item D",A
tagp_sustained_0175,mc,How did Alice pay?,"A) cash
B) bank transfer
C) credit card
D) check",A
tagp_sustained_0237,mc,Which server runs the API?,"A) Server B
B) Server A
C) Server E
D) Server C",A
tagp_needle_0411,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: null pointer 
D) ERROR: REAL_bug_buffer_overflow_0xdeadbeef",A
tagp_sustained_0288,mc,Which user was logged in at 09:25?,"A) User 6
B) User 4
C) User 3
D) User 5",A
tagp_needle_0141,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: division by zero ",A
tagp_divided_0151,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_shift_0008,mc,Which vehicle is fastest?,"A) car
B) bus
C) truck
D) bike",A
tagp_filter_0091,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_DIVISION_BY_ZERO
C) ERR_FILE_NOT_FOUND
D) ERR_MEMORY_LEAK",A
tagp_sustained_0054,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 6
C) Chapter 5
D) Chapter 11",A
tagp_divided_0420,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_divided_0014,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
tagp_filter_0313,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_BUFFER_OVERFLOW
C) ERR_INVALID_TOKEN
D) ERR_STACK_OVERFLOW",A
tagp_sustained_0045,mc,How did Alice pay?,"A) cash
B) credit card
C) check
D) bank transfer",A
tagp_shift_0370,mc,Which vehicle is fastest?,"A) car
B) bus
C) train
D) truck",A
tagp_filter_0407,mc,What is the critical message?,"A) System failure in production
B) Critical system error
C) Database connection lost
D) Server overload detected",A
tagp_sustained_0074,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 11
C) Chapter 5
D) Chapter 6",A
tagp_sustained_0392,mc,Which server runs the API?,"A) Server B
B) Server D
C) Server F
D) Server A",A
tagp_filter_0155,mc,What is the critical message?,"A) System failure in production
B) Server overload detected
C) Security breach attempt
D) Critical system error",A
tagp_needle_0294,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) admin456
C) 123456
D) monkey123",A
tagp_divided_0097,mc,Words starting with 'A'? AND Fruits with 5 letters?,"A) 3, 2
B) 2, 3
C) 3, 3
D) 2, 2",A
tagp_needle_0364,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) password1
C) qwerty123
D) football",A
tagp_shift_0333,mc,Which item has better quality?,"A) Item B
B) Item D
C) Item A
D) Item C",A
tagp_shift_0048,mc,Which vehicle is fastest?,"A) car
B) bus
C) truck
D) train",A
tagp_needle_0174,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) qwerty123
C) football
D) monkey123",A
tagp_sustained_0309,mc,In which chapter does the hero lose hope?,"A) Chapter 8
B) Chapter 6
C) Chapter 5
D) Chapter 10",A
tagp_needle_0004,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) admin456
C) monkey123
D) hunter2",A
tagp_filter_0015,mc,What is the API key?,"A) sk_live_abc123xyz789
B) pk_live_ghi789rst345
C) sk_live_banana456grape
D) sk_test_def456uvw012",A
tagp_needle_0167,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero ",A
tagp_needle_0371,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
C) ERROR: null pointer 
D) ERROR: division by zero ",A
tagp_filter_0310,mc,What is the error code?,"A) ERR_TIMEOUT_DB_CONNECTION
B) ERR_MEMORY_LEAK
C) ERR_BUFFER_OVERFLOW
D) ERR_NULL_POINTER",A
tagp_sustained_0173,mc,Which user was logged in at 09:25?,"A) User 6
B) User 7
C) User 5
D) User 8",A
tagp_needle_0183,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: null pointer 
D) ERROR: REAL_bug_buffer_overflow_0xdeadbeef ",A
tagp_needle_0011,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer
C) ERROR: division by zero 
D) ERROR: REAL_bug_buffer_overflow_0xdeadbeef ",A
tagp_needle_0347,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: null pointer 
C) ERROR: REAL_bug_buffer_overflow_0xdeadbeef 
D) ERROR: division by zero ",A
tagp_shift_0414,mc,Which vehicle is fastest?,"A) car
B) bus
C) bike
D) truck",A
tagp_needle_0126,mc,What is the correct password?,"A) CORRECT_answ3r!XK9
B) password1
C) football
D) hunter2",A
tagp_shift_0372,mc,Which vehicle is fastest?,"A) car
B) bike
C) bus
D) train",A
tagp_sustained_0181,mc,When was phase 2 completed?,"A) March
B) August
C) May
D) January",A
tagp_filter_0191,mc,What is the critical message?,"A) System failure in production
B) Server overload detected
C) Database connection lost
D) Security breach attempt",A
tagp_shift_0438,mc,Which vehicle is fastest?,"A) car
B) truck
C) bus
D) bike",A
tagp_needle_0127,mc,What is the REAL error message?,"A) REAL_bug_buffer_overflow_0xdeadbeef
B) ERROR: division by zero 
C) ERROR: null pointer 
D) ERROR: REAL_bug_buffer_overflow_0xdeadbeef ",A
tagp_sustained_0035,mc,How did Alice pay?,"A) cash
B) check
C) bank transfer
D) debit card",A
tagp_sustained_0210,mc,How did Alice pay?,"A) cash
B) credit card
C) debit card
D) check",A
tagp_divided_0280,mc,How many even numbers? AND How many numbers > 5?,"A) 5, 4
B) 4, 5
C) 5, 5
D) 4, 4",A
